"","DataItemLong","County","State","year","OrchardAc","StateFips","CountyCode","StateCountyFips"
"1506.1987","Land in orchards, total (acres)","ADAIR COUNTY"," MO","1987",9,"29","001","29001"
"1507.1987","Land in orchards, total (acres)","ANDREW COUNTY"," MO","1987",-9999,"29","003","29003"
"1508.1987","Land in orchards, total (acres)","ATCHISON COUNTY"," MO","1987",-9999,"29","005","29005"
"1509.1987","Land in orchards, total (acres)","AUDRAIN COUNTY"," MO","1987",24,"29","007","29007"
"1510.1987","Land in orchards, total (acres)","BARRY COUNTY"," MO","1987",622,"29","009","29009"
"1511.1987","Land in orchards, total (acres)","BARTON COUNTY"," MO","1987",30,"29","011","29011"
"1512.1987","Land in orchards, total (acres)","BATES COUNTY"," MO","1987",1266,"29","013","29013"
"1513.1987","Land in orchards, total (acres)","BENTON COUNTY"," MO","1987",-9999,"29","015","29015"
"1514.1987","Land in orchards, total (acres)","BOLLINGER COUNTY"," MO","1987",-9999,"29","017","29017"
"1515.1987","Land in orchards, total (acres)","BOONE COUNTY"," MO","1987",59,"29","019","29019"
"1516.1987","Land in orchards, total (acres)","BUCHANAN COUNTY"," MO","1987",-9999,"29","021","29021"
"1517.1987","Land in orchards, total (acres)","BUTLER COUNTY"," MO","1987",14,"29","023","29023"
"1518.1987","Land in orchards, total (acres)","CALDWELL COUNTY"," MO","1987",19,"29","025","29025"
"1519.1987","Land in orchards, total (acres)","CALLAWAY COUNTY"," MO","1987",10,"29","027","29027"
"1520.1987","Land in orchards, total (acres)","CAMDEN COUNTY"," MO","1987",10,"29","029","29029"
"1521.1987","Land in orchards, total (acres)","CAPE GIRARDEAU COUNTY"," MO","1987",306,"29","031","29031"
"1522.1987","Land in orchards, total (acres)","CARROLL COUNTY"," MO","1987",144,"29","033","29033"
"1523.1987","Land in orchards, total (acres)","CARTER COUNTY"," MO","1987",-9999,"29","035","29035"
"1524.1987","Land in orchards, total (acres)","CASS COUNTY"," MO","1987",114,"29","037","29037"
"1525.1987","Land in orchards, total (acres)","CEDAR COUNTY"," MO","1987",52,"29","039","29039"
"1526.1987","Land in orchards, total (acres)","CHARITON COUNTY"," MO","1987",940,"29","041","29041"
"1527.1987","Land in orchards, total (acres)","CHRISTIAN COUNTY"," MO","1987",39,"29","043","29043"
"1528.1987","Land in orchards, total (acres)","CLARK COUNTY"," MO","1987",-9999,"29","045","29045"
"1529.1987","Land in orchards, total (acres)","CLAY COUNTY"," MO","1987",47,"29","047","29047"
"1530.1987","Land in orchards, total (acres)","CLINTON COUNTY"," MO","1987",17,"29","049","29049"
"1531.1987","Land in orchards, total (acres)","COLE COUNTY"," MO","1987",99,"29","051","29051"
"1532.1987","Land in orchards, total (acres)","COOPER COUNTY"," MO","1987",-9999,"29","053","29053"
"1533.1987","Land in orchards, total (acres)","CRAWFORD COUNTY"," MO","1987",81,"29","055","29055"
"1534.1987","Land in orchards, total (acres)","DADE COUNTY"," MO","1987",46,"29","057","29057"
"1535.1987","Land in orchards, total (acres)","DALLAS COUNTY"," MO","1987",16,"29","059","29059"
"1536.1987","Land in orchards, total (acres)","DAVIESS COUNTY"," MO","1987",15,"29","061","29061"
"1537.1987","Land in orchards, total (acres)","DE KALB COUNTY"," MO","1987",-9999,"29","063","29063"
"1538.1987","Land in orchards, total (acres)","DENT COUNTY"," MO","1987",-9999,"29","065","29065"
"1539.1987","Land in orchards, total (acres)","DOUGLAS COUNTY"," MO","1987",89,"29","067","29067"
"1540.1987","Land in orchards, total (acres)","DUNKLIN COUNTY"," MO","1987",1450,"29","069","29069"
"1541.1987","Land in orchards, total (acres)","FRANKLIN COUNTY"," MO","1987",172,"29","071","29071"
"1542.1987","Land in orchards, total (acres)","GASCONADE COUNTY"," MO","1987",128,"29","073","29073"
"1543.1987","Land in orchards, total (acres)","GENTRY COUNTY"," MO","1987",-9999,"29","075","29075"
"1544.1987","Land in orchards, total (acres)","GREENE COUNTY"," MO","1987",226,"29","077","29077"
"1545.1987","Land in orchards, total (acres)","GRUNDY COUNTY"," MO","1987",17,"29","079","29079"
"1546.1987","Land in orchards, total (acres)","HARRISON COUNTY"," MO","1987",-9999,"29","081","29081"
"1547.1987","Land in orchards, total (acres)","HENRY COUNTY"," MO","1987",48,"29","083","29083"
"1548.1987","Land in orchards, total (acres)","HICKORY COUNTY"," MO","1987",27,"29","085","29085"
"1549.1987","Land in orchards, total (acres)","HOLT COUNTY"," MO","1987",-9999,"29","087","29087"
"1550.1987","Land in orchards, total (acres)","HOWARD COUNTY"," MO","1987",495,"29","089","29089"
"1551.1987","Land in orchards, total (acres)","HOWELL COUNTY"," MO","1987",97,"29","091","29091"
"1552.1987","Land in orchards, total (acres)","IRON COUNTY"," MO","1987",-9999,"29","093","29093"
"1553.1987","Land in orchards, total (acres)","JACKSON COUNTY"," MO","1987",244,"29","095","29095"
"1554.1987","Land in orchards, total (acres)","JASPER COUNTY"," MO","1987",95,"29","097","29097"
"1555.1987","Land in orchards, total (acres)","JEFFERSON COUNTY"," MO","1987",63,"29","099","29099"
"1556.1987","Land in orchards, total (acres)","JOHNSON COUNTY"," MO","1987",106,"29","101","29101"
"1557.1987","Land in orchards, total (acres)","KNOX COUNTY"," MO","1987",-9999,"29","103","29103"
"1558.1987","Land in orchards, total (acres)","LACLEDE COUNTY"," MO","1987",3,"29","105","29105"
"1559.1987","Land in orchards, total (acres)","LAFAYETTE COUNTY"," MO","1987",1602,"29","107","29107"
"1560.1987","Land in orchards, total (acres)","LAWRENCE COUNTY"," MO","1987",296,"29","109","29109"
"1561.1987","Land in orchards, total (acres)","LEWIS COUNTY"," MO","1987",-9999,"29","111","29111"
"1562.1987","Land in orchards, total (acres)","LINCOLN COUNTY"," MO","1987",37,"29","113","29113"
"1563.1987","Land in orchards, total (acres)","LINN COUNTY"," MO","1987",22,"29","115","29115"
"1564.1987","Land in orchards, total (acres)","LIVINGSTON COUNTY"," MO","1987",218,"29","117","29117"
"1565.1987","Land in orchards, total (acres)","MCDONALD COUNTY"," MO","1987",7,"29","119","29119"
"1566.1987","Land in orchards, total (acres)","MACON COUNTY"," MO","1987",-9999,"29","121","29121"
"1567.1987","Land in orchards, total (acres)","MADISON COUNTY"," MO","1987",-9999,"29","123","29123"
"1568.1987","Land in orchards, total (acres)","MARIES COUNTY"," MO","1987",70,"29","125","29125"
"1569.1987","Land in orchards, total (acres)","MARION COUNTY"," MO","1987",-9999,"29","127","29127"
"1570.1987","Land in orchards, total (acres)","MERCER COUNTY"," MO","1987",-9999,"29","129","29129"
"1571.1987","Land in orchards, total (acres)","MILLER COUNTY"," MO","1987",3,"29","131","29131"
"1572.1987","Land in orchards, total (acres)","MISSISSIPPI COUNTY"," MO","1987",-9999,"29","133","29133"
"1573.1987","Land in orchards, total (acres)","MONITEAU COUNTY"," MO","1987",45,"29","135","29135"
"1574.1987","Land in orchards, total (acres)","MONROE COUNTY"," MO","1987",-9999,"29","137","29137"
"1575.1987","Land in orchards, total (acres)","MONTGOMERY COUNTY"," MO","1987",38,"29","139","29139"
"1576.1987","Land in orchards, total (acres)","MORGAN COUNTY"," MO","1987",-9999,"29","141","29141"
"1577.1987","Land in orchards, total (acres)","NEW MADRID COUNTY"," MO","1987",-9999,"29","143","29143"
"1578.1987","Land in orchards, total (acres)","NEWTON COUNTY"," MO","1987",137,"29","145","29145"
"1579.1987","Land in orchards, total (acres)","NODAWAY COUNTY"," MO","1987",-9999,"29","147","29147"
"1580.1987","Land in orchards, total (acres)","OREGON COUNTY"," MO","1987",-9999,"29","149","29149"
"1581.1987","Land in orchards, total (acres)","OSAGE COUNTY"," MO","1987",15,"29","151","29151"
"1582.1987","Land in orchards, total (acres)","OZARK COUNTY"," MO","1987",-9999,"29","153","29153"
"1583.1987","Land in orchards, total (acres)","PEMISCOT COUNTY"," MO","1987",-9999,"29","155","29155"
"1584.1987","Land in orchards, total (acres)","PERRY COUNTY"," MO","1987",-9999,"29","157","29157"
"1585.1987","Land in orchards, total (acres)","PETTIS COUNTY"," MO","1987",24,"29","159","29159"
"1586.1987","Land in orchards, total (acres)","PHELPS COUNTY"," MO","1987",354,"29","161","29161"
"1587.1987","Land in orchards, total (acres)","PIKE COUNTY"," MO","1987",144,"29","163","29163"
"1588.1987","Land in orchards, total (acres)","PLATTE COUNTY"," MO","1987",217,"29","165","29165"
"1589.1987","Land in orchards, total (acres)","POLK COUNTY"," MO","1987",50,"29","167","29167"
"1590.1987","Land in orchards, total (acres)","PULASKI COUNTY"," MO","1987",9,"29","169","29169"
"1591.1987","Land in orchards, total (acres)","PUTNAM COUNTY"," MO","1987",-9999,"29","171","29171"
"1592.1987","Land in orchards, total (acres)","RALLS COUNTY"," MO","1987",-9999,"29","173","29173"
"1593.1987","Land in orchards, total (acres)","RANDOLPH COUNTY"," MO","1987",82,"29","175","29175"
"1594.1987","Land in orchards, total (acres)","RAY COUNTY"," MO","1987",111,"29","177","29177"
"1595.1987","Land in orchards, total (acres)","REYNOLDS COUNTY"," MO","1987",-9999,"29","179","29179"
"1596.1987","Land in orchards, total (acres)","RIPLEY COUNTY"," MO","1987",23,"29","181","29181"
"1597.1987","Land in orchards, total (acres)","ST CHARLES COUNTY"," MO","1987",169,"29","183","29183"
"1598.1987","Land in orchards, total (acres)","ST CLAIR COUNTY"," MO","1987",103,"29","185","29185"
"1599.1987","Land in orchards, total (acres)","STE GENEVIEVE COUNTY"," MO","1987",92,"29","186","29186"
"1600.1987","Land in orchards, total (acres)","ST FRANCOIS COUNTY"," MO","1987",-9999,"29","187","29187"
"1601.1987","Land in orchards, total (acres)","ST LOUIS COUNTY"," MO","1987",49,"29","189","29189"
"1602.1987","Land in orchards, total (acres)","SALINE COUNTY"," MO","1987",-9999,"29","195","29195"
"1603.1987","Land in orchards, total (acres)","SCHUYLER COUNTY"," MO","1987",-9999,"29","197","29197"
"1604.1987","Land in orchards, total (acres)","SCOTLAND COUNTY"," MO","1987",-9999,"29","199","29199"
"1605.1987","Land in orchards, total (acres)","SCOTT COUNTY"," MO","1987",231,"29","201","29201"
"1606.1987","Land in orchards, total (acres)","SHANNON COUNTY"," MO","1987",-9999,"29","203","29203"
"1607.1987","Land in orchards, total (acres)","SHELBY COUNTY"," MO","1987",-9999,"29","205","29205"
"1608.1987","Land in orchards, total (acres)","STODDARD COUNTY"," MO","1987",153,"29","207","29207"
"1609.1987","Land in orchards, total (acres)","STONE COUNTY"," MO","1987",41,"29","209","29209"
"1610.1987","Land in orchards, total (acres)","SULLIVAN COUNTY"," MO","1987",-9999,"29","211","29211"
"1611.1987","Land in orchards, total (acres)","TANEY COUNTY"," MO","1987",-9999,"29","213","29213"
"1612.1987","Land in orchards, total (acres)","TEXAS COUNTY"," MO","1987",45,"29","215","29215"
"1613.1987","Land in orchards, total (acres)","VERNON COUNTY"," MO","1987",2772,"29","217","29217"
"1614.1987","Land in orchards, total (acres)","WARREN COUNTY"," MO","1987",53,"29","219","29219"
"1615.1987","Land in orchards, total (acres)","WASHINGTON COUNTY"," MO","1987",-9999,"29","221","29221"
"1616.1987","Land in orchards, total (acres)","WAYNE COUNTY"," MO","1987",-9999,"29","223","29223"
"1617.1987","Land in orchards, total (acres)","WEBSTER COUNTY"," MO","1987",92,"29","225","29225"
"1618.1987","Land in orchards, total (acres)","WORTH COUNTY"," MO","1987",-9999,"29","227","29227"
"1619.1987","Land in orchards, total (acres)","WRIGHT COUNTY"," MO","1987",130,"29","229","29229"
"1620.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," MO","1987",-9999,"29","998","29998"
"1622.1987","Land in orchards, total (acres)","BEAVERHEAD COUNTY"," MT","1987",-9999,"30","001","30001"
"1623.1987","Land in orchards, total (acres)","BIG HORN COUNTY"," MT","1987",-9999,"30","003","30003"
"1624.1987","Land in orchards, total (acres)","BLAINE COUNTY"," MT","1987",-9999,"30","005","30005"
"1625.1987","Land in orchards, total (acres)","BROADWATER COUNTY"," MT","1987",-9999,"30","007","30007"
"1626.1987","Land in orchards, total (acres)","CARBON COUNTY"," MT","1987",31,"30","009","30009"
"1627.1987","Land in orchards, total (acres)","CARTER COUNTY"," MT","1987",-9999,"30","011","30011"
"1628.1987","Land in orchards, total (acres)","CASCADE COUNTY"," MT","1987",-9999,"30","013","30013"
"1629.1987","Land in orchards, total (acres)","CHOUTEAU COUNTY"," MT","1987",-9999,"30","015","30015"
"1630.1987","Land in orchards, total (acres)","CUSTER COUNTY"," MT","1987",-9999,"30","017","30017"
"1631.1987","Land in orchards, total (acres)","DANIELS COUNTY"," MT","1987",-9999,"30","019","30019"
"1632.1987","Land in orchards, total (acres)","DAWSON COUNTY"," MT","1987",-9999,"30","021","30021"
"1633.1987","Land in orchards, total (acres)","DEER LODGE COUNTY"," MT","1987",-9999,"30","023","30023"
"1634.1987","Land in orchards, total (acres)","FALLON COUNTY"," MT","1987",-9999,"30","025","30025"
"1635.1987","Land in orchards, total (acres)","FERGUS COUNTY"," MT","1987",-9999,"30","027","30027"
"1636.1987","Land in orchards, total (acres)","FLATHEAD COUNTY"," MT","1987",89,"30","029","30029"
"1637.1987","Land in orchards, total (acres)","GALLATIN COUNTY"," MT","1987",15,"30","031","30031"
"1638.1987","Land in orchards, total (acres)","GARFIELD COUNTY"," MT","1987",-9999,"30","033","30033"
"1639.1987","Land in orchards, total (acres)","GLACIER COUNTY"," MT","1987",-9999,"30","035","30035"
"1640.1987","Land in orchards, total (acres)","GOLDEN VALLEY COUNTY"," MT","1987",-9999,"30","037","30037"
"1641.1987","Land in orchards, total (acres)","GRANITE COUNTY"," MT","1987",-9999,"30","039","30039"
"1642.1987","Land in orchards, total (acres)","HILL COUNTY"," MT","1987",-9999,"30","041","30041"
"1643.1987","Land in orchards, total (acres)","JEFFERSON COUNTY"," MT","1987",-9999,"30","043","30043"
"1644.1987","Land in orchards, total (acres)","JUDITH BASIN COUNTY"," MT","1987",-9999,"30","045","30045"
"1645.1987","Land in orchards, total (acres)","LAKE COUNTY"," MT","1987",1256,"30","047","30047"
"1646.1987","Land in orchards, total (acres)","LEWIS AND CLARK COUNTY"," MT","1987",-9999,"30","049","30049"
"1647.1987","Land in orchards, total (acres)","LIBERTY COUNTY"," MT","1987",-9999,"30","051","30051"
"1648.1987","Land in orchards, total (acres)","LINCOLN COUNTY"," MT","1987",6,"30","053","30053"
"1649.1987","Land in orchards, total (acres)","MCCONE COUNTY"," MT","1987",-9999,"30","055","30055"
"1650.1987","Land in orchards, total (acres)","MADISON COUNTY"," MT","1987",-9999,"30","057","30057"
"1651.1987","Land in orchards, total (acres)","MEAGHER COUNTY"," MT","1987",-9999,"30","059","30059"
"1652.1987","Land in orchards, total (acres)","MINERAL COUNTY"," MT","1987",-9999,"30","061","30061"
"1653.1987","Land in orchards, total (acres)","MISSOULA COUNTY"," MT","1987",15,"30","063","30063"
"1654.1987","Land in orchards, total (acres)","MUSSELSHELL COUNTY"," MT","1987",-9999,"30","065","30065"
"1655.1987","Land in orchards, total (acres)","PARK COUNTY"," MT","1987",-9999,"30","067","30067"
"1656.1987","Land in orchards, total (acres)","PETROLEUM COUNTY"," MT","1987",-9999,"30","069","30069"
"1657.1987","Land in orchards, total (acres)","PHILLIPS COUNTY"," MT","1987",-9999,"30","071","30071"
"1658.1987","Land in orchards, total (acres)","PONDERA COUNTY"," MT","1987",-9999,"30","073","30073"
"1659.1987","Land in orchards, total (acres)","POWDER RIVER COUNTY"," MT","1987",-9999,"30","075","30075"
"1660.1987","Land in orchards, total (acres)","POWELL COUNTY"," MT","1987",-9999,"30","077","30077"
"1661.1987","Land in orchards, total (acres)","PRAIRIE COUNTY"," MT","1987",-9999,"30","079","30079"
"1662.1987","Land in orchards, total (acres)","RAVALLI COUNTY"," MT","1987",336,"30","081","30081"
"1663.1987","Land in orchards, total (acres)","RICHLAND COUNTY"," MT","1987",-9999,"30","083","30083"
"1664.1987","Land in orchards, total (acres)","ROOSEVELT COUNTY"," MT","1987",-9999,"30","085","30085"
"1665.1987","Land in orchards, total (acres)","ROSEBUD COUNTY"," MT","1987",-9999,"30","087","30087"
"1666.1987","Land in orchards, total (acres)","SANDERS COUNTY"," MT","1987",10,"30","089","30089"
"1667.1987","Land in orchards, total (acres)","SHERIDAN COUNTY"," MT","1987",-9999,"30","091","30091"
"1668.1987","Land in orchards, total (acres)","SILVER BOW COUNTY"," MT","1987",-9999,"30","093","30093"
"1669.1987","Land in orchards, total (acres)","STILLWATER COUNTY"," MT","1987",-9999,"30","095","30095"
"1670.1987","Land in orchards, total (acres)","SWEET GRASS COUNTY"," MT","1987",-9999,"30","097","30097"
"1671.1987","Land in orchards, total (acres)","TETON COUNTY"," MT","1987",-9999,"30","099","30099"
"1672.1987","Land in orchards, total (acres)","TOOLE COUNTY"," MT","1987",-9999,"30","101","30101"
"1673.1987","Land in orchards, total (acres)","TREASURE COUNTY"," MT","1987",-9999,"30","103","30103"
"1674.1987","Land in orchards, total (acres)","VALLEY COUNTY"," MT","1987",-9999,"30","105","30105"
"1675.1987","Land in orchards, total (acres)","WHEATLAND COUNTY"," MT","1987",-9999,"30","107","30107"
"1676.1987","Land in orchards, total (acres)","WIBAUX COUNTY"," MT","1987",-9999,"30","109","30109"
"1677.1987","Land in orchards, total (acres)","YELLOWSTONE COUNTY"," MT","1987",-9999,"30","111","30111"
"1678.1987","Land in orchards, total (acres)","ALL OTHER COUNTIES"," MT","1987",-9999,"30","998","30998"
"1680.1987","Land in orchards, total (acres)","ADAMS COUNTY"," NE","1987",-9999,"31","001","31001"
"1681.1987","Land in orchards, total (acres)","ANTELOPE COUNTY"," NE","1987",-9999,"31","003","31003"
"1682.1987","Land in orchards, total (acres)","ARTHUR COUNTY"," NE","1987",-9999,"31","005","31005"
"1683.1987","Land in orchards, total (acres)","BANNER COUNTY"," NE","1987",-9999,"31","007","31007"
"1684.1987","Land in orchards, total (acres)","BLAINE COUNTY"," NE","1987",-9999,"31","009","31009"
